cast,crew,id
"[{'cast_id': 2, 'character': 'Sgt. Dory', 'credit_id': '52fe4bb19251416c7510afc7', 'gender': 2, 'id': 29260, 'name': 'Wallace Beery', 'order': 0, 'profile_path': '/zJJe0w3dXlaU2xhhJFRIukCmPLw.jpg'}, {'cast_id': 3, 'character': 'Raphaelita Maderos', 'credit_id': '52fe4bb19251416c7510afcb', 'gender': 1, 'id': 14974, 'name': 'Barbara Stanwyck', 'order': 1, 'profile_path': '/yY2CrbaTyKpmmuUeSu57Wsf2aHk.jpg'}, {'cast_id': 4, 'character': 'Lt. Andrew Rowan', 'credit_id': '52fe4bb19251416c7510afcf', 'gender': 2, 'id': 29815, 'name': 'John Boles', 'order': 2, 'profile_path': '/ft0vSiwHBpzED7QAnKCp9garVpU.jpg'}]","[{'credit_id': '52fe4bb19251416c7510afc3', 'department': 'Directing', 'gender': 2, 'id': 19093, 'job': 'Director', 'name': 'George Marshall', 'profile_path': '/i1FThWBJ62u2biOcrprrqRjAB9n.jpg'}]",147726
"[{'cast_id': 2, 'character': 'Youngman Duran', 'credit_id': '52fe4711c3a368484e0b3413', 'gender': 2, 'id': 49877, 'name': 'Nick Mancuso', 'order': 0, 'profile_path': '/w5sjAkTQjtG1sohiokLgHYxJ9s9.jpg'}, {'cast_id': 3, 'character': 'Phillip Payne', 'credit_id': '52fe4711c3a368484e0b3417', 'gender': 2, 'id': 2076, 'name': 'David Warner', 'order': 1, 'profile_path': '/wgp2AlWKveLBOcs8YNuLeZiLsGL.jpg'}, {'cast_id': 4, 'character': 'Anne Dillon', 'credit_id': '52fe4711c3a368484e0b341b', 'gender': 1, 'id': 21519, 'name': 'Kathryn Harrold', 'order': 2, 'profile_path': '/g7YWsc2CV3pbNsFr7vCBGvrJs0f.jpg'}]","[{'credit_id': '52fe4711c3a368484e0b340f', 'department': 'Directing', 'gender': 2, 'id': 133259, 'job': 'Director', 'name': 'Arthur Hiller', 'profile_path': '/irrSj7cAn2ByM7hhu2emkMdFOai.jpg'}]",65603
"[{'cast_id': 1, 'character': 'Mikos Stenopolis', 'credit_id': '52fe4405c3a36847f807da11', 'gender': 0, 'id': 33807, 'name': 'George Eastman', 'order': 0, 'profile_path': '/kLt8SRSzLNlP4xlBDiVOhmJsFZh.jpg'}, {'cast_id': 8, 'character': 'Emily', 'credit_id': '52fe4405c3a36847f807da2d', 'gender': 0, 'id': 101576, 'name': 'Annie Belle', 'order': 1, 'profile_path': '/vmLEPb1WZ1eIbGcjDnMaWFt1lJL.jpg'}, {'cast_id': 2, 'character': 'Father', 'credit_id': '52fe4405c3a36847f807da15', 'gender': 2, 'id': 26155, 'name': 'Edmund Purdom', 'order': 2, 'profile_path': '/3TaWneIJGrhq3RmiXS7xfNbT6bZ.jpg'}]","[{'credit_id': '52fe4405c3a36847f807da23', 'department': 'Directing', 'gender': 2, 'id': 31775, 'job': 'Director', 'name': ""Joe D'Amato"", 'profile_path': '/mYyejhm6tqa290duWvLgX7L48No.jpg'}]",5421
"[{'cast_id': 19, 'character': 'Lavonia / Lola Langusta', 'credit_id': '52fe43f8c3a36847f807b185', 'gender': 1, 'id': 41711, 'name': 'Kitten Natividad', 'order': 0, 'profile_path': '/m3wYX0x4ED2shOSYxJ0lqyLvT65.jpg'}, {'cast_id': 13, 'character': 'Eufaula Roop', 'credit_id': '52fe43f8c3a36847f807b16d', 'gender': 0, 'id': 41703, 'name': 'Ann Marie', 'order': 1, 'profile_path': '/tf3VFBEG8jnFGbM5l3pk3UBokFN.jpg'}, {'cast_id': 12, 'character': 'Super Soul', 'credit_id': '52fe43f8c3a36847f807b169', 'gender': 1, 'id': 41699, 'name': 'Uschi Digard', 'order': 2, 'profile_path': '/meaV6JRaPXOIokmWIae2tEb2c3q.jpg'}]","[{'credit_id': '52fe43f8c3a36847f807b129', 'department': 'Directing', 'gender': 0, 'id': 4590, 'job': 'Director', 'name': 'Russ Meyer', 'profile_path': '/4w6izR5bsjPNTQufl69K7qodcIb.jpg'}]",5157
"[{'cast_id': 4, 'character': 'Jim Molner', 'credit_id': '52fe43e3c3a36847f80764f5', 'gender': 2, 'id': 2091, 'name': 'James Mason', 'order': 0, 'profile_path': '/b0ebmboBdaYvk8fn2CFCQl4TaW9.jpg'}, {'cast_id': 5, 'character': 'Joan Molner', 'credit_id': '52fe43e3c3a36847f80764f9', 'gender': 1, 'id': 40056, 'name': 'Inger Stevens', 'order': 1, 'profile_path': '/7zmYbdwFkit9Nb6WWEL6XgQqeVZ.jpg'}, {'cast_id': 6, 'character': 'Paul Hoplin', 'credit_id': '52fe43e3c3a36847f80764fd', 'gender': 2, 'id': 522, 'name': 'Rod Steiger', 'order': 2, 'profile_path': '/cc96tXM1O0PAoyog9hzo1GgSwB5.jpg'}]","[{'credit_id': '52fe43e3c3a36847f8076513', 'department': 'Directing', 'gender': 2, 'id': 40054, 'job': 'Director', 'name': 'Andrew L. Stone', 'profile_path': None}]",4926
"[{'cast_id': 4, 'character': 'Havana Segrand', 'credit_id': '52fe4bd59251416c910e7169', 'gender': 1, 'id': 1231, 'name': 'Julianne Moore', 'order': 0, 'profile_path': '/v2FcWGiiuvl6P7NV0966jNL09uh.jpg'}, {'cast_id': 5, 'character': 'Agatha Weiss', 'credit_id': '52fe4bd59251416c910e716d', 'gender': 1, 'id': 76070, 'name': 'Mia Wasikowska', 'order': 1, 'profile_path': '/9vjaqsaoW9jzRaWMnbZ06g9KTgP.jpg'}, {'cast_id': 2, 'character': 'Dr. Stafford Weiss', 'credit_id': '52fe4bd59251416c910e7161', 'gender': 2, 'id': 3036, 'name': 'John Cusack', 'order': 2, 'profile_path': '/uKydQYuZ9TnCzvbQLtj6j98vWAT.jpg'}]","[{'credit_id': '52fe4bd59251416c910e715d', 'department': 'Directing', 'gender': 2, 'id': 224, 'job': 'Director', 'name': 'David Cronenberg', 'profile_path': '/nFHIlkIuile5RmtSqbyCB4w8SpH.jpg'}]",157851
"[{'cast_id': 3, 'character': 'Helen', 'credit_id': '52fe4312c3a36847f8038343', 'gender': 1, 'id': 15852, 'name': 'Ashley Judd', 'order': 0, 'profile_path': '/3bgmRDt02iGFVjhqCqstVyEeiwG.jpg'}, {'cast_id': 4, 'character': 'David', 'credit_id': '52fe4312c3a36847f8038347', 'gender': 2, 'id': 5725, 'name': 'Goran Visnjic', 'order': 1, 'profile_path': '/to8FHxK5fNSxNi0LGFt5lX4SFGq.jpg'}, {'cast_id': 8, 'character': 'Julie', 'credit_id': '55fe4e6ec3a368133b0023ba', 'gender': 1, 'id': 203630, 'name': 'Alexia Fast', 'order': 2, 'profile_path': '/rjCu0ywbStoEAhyKAcGHPSVZmX6.jpg'}]","[{'credit_id': '52fe4312c3a36847f8038339', 'department': 'Directing', 'gender': 1, 'id': 18903, 'job': 'Director', 'name': 'Sandra Nettelbeck', 'profile_path': None}]",1731
"[{'cast_id': 4, 'character': 'Maria Wyeth Lang', 'credit_id': '52fe490f9251416c910a1631', 'gender': 1, 'id': 4514, 'name': 'Tuesday Weld', 'order': 0, 'profile_path': '/wLVlljfTvppkfdQz9fNDizNpSuK.jpg'}, {'cast_id': 5, 'character': 'B.Z.', 'credit_id': '52fe490f9251416c910a1635', 'gender': 2, 'id': 7301, 'name': 'Anthony Perkins', 'order': 1, 'profile_path': '/8M8Bt20z0M587lrjkdXrEqYtQKU.jpg'}, {'cast_id': 6, 'character': 'Carter Lang', 'credit_id': '52fe490f9251416c910a1639', 'gender': 2, 'id': 39770, 'name': 'Adam Roarke', 'order': 2, 'profile_path': '/5IdiAw6U0djj52cZ09Sx0hWUcHD.jpg'}]","[{'credit_id': '52fe490f9251416c910a1621', 'department': 'Directing', 'gender': 2, 'id': 113799, 'job': 'Director', 'name': 'Frank Perry', 'profile_path': None}]",84796
"[{'cast_id': 4, 'character': 'Kristin', 'credit_id': '52fe4c67c3a368484e1b69db', 'gender': 0, 'id': 584883, 'name': 'Linda Molin', 'order': 0, 'profile_path': '/vq4hberhnFTCFEEx56ryIFr5ph9.jpg'}, {'cast_id': 5, 'character': 'Andrea', 'credit_id': '52fe4c67c3a368484e1b69df', 'gender': 1, 'id': 1110914, 'name': 'Fanny Ketter', 'order': 1, 'profile_path': '/A41zdy2YwDt2voSTtRCECp5o1pn.jpg'}, {'cast_id': 6, 'character': 'Linn', 'credit_id': '52fe4c67c3a368484e1b69e3', 'gender': 0, 'id': 1110915, 'name': 'Mathilda von Essen', 'order': 2, 'profile_path': '/1qIrxL1qtZEEocG1BAN3s8UQVsw.jpg'}]","[{'credit_id': '52fe4c67c3a368484e1b69cb', 'department': 'Directing', 'gender': 0, 'id': 213485, 'job': 'Director', 'name': 'Andreas Öhman', 'profile_path': '/l9YQW9FuBPf49sP2Z6LAZtrcUaZ.jpg'}]",139575
"[{'cast_id': 4, 'character': 'Jennifer Baylor', 'credit_id': '52fe4749c3a368484e0beae5', 'gender': 1, 'id': 115888, 'name': 'Lisa Pelikan', 'order': 0, 'profile_path': '/9pA1C6RTJ9OT2S0J2xeOKxVqvl4.jpg'}, {'cast_id': 5, 'character': 'Jeff Reed', 'credit_id': '52fe4749c3a368484e0beae9', 'gender': 2, 'id': 40401, 'name': 'Bert Convy', 'order': 1, 'profile_path': '/56uVr94mVcQbYHCmmEDUB1UJFo9.jpg'}, {'cast_id': 6, 'character': 'Mrs. Calley', 'credit_id': '52fe4749c3a368484e0beaed', 'gender': 1, 'id': 13026, 'name': 'Nina Foch', 'order': 2, 'profile_path': '/jd5qWtnZdEvfwuo57CpJVzazYc0.jpg'}]","[{'credit_id': '52fe4749c3a368484e0bead5', 'department': 'Directing', 'gender': 0, 'id': 150040, 'job': 'Director', 'name': 'Brice Mack', 'profile_path': None}]",66762
"[{'cast_id': 2, 'character': 'Lilly Berger', 'credit_id': '52fe480cc3a368484e0e6d45', 'gender': 1, 'id': 501, 'name': 'Dakota Fanning', 'order': 0, 'profile_path': '/upEXoCEO9vfVPvGeTJJMuIQahrz.jpg'}, {'cast_id': 5, 'character': 'Gerry', 'credit_id': '52fe480cc3a368484e0e6d4d', 'gender': 1, 'id': 550843, 'name': 'Elizabeth Olsen', 'order': 1, 'profile_path': '/mGyqAs1MwwE4gd490iKxSo193qA.jpg'}, {'cast_id': 12, 'character': 'David Avery', 'credit_id': '52fe480cc3a368484e0e6d6d', 'gender': 2, 'id': 467645, 'name': 'Boyd Holbrook', 'order': 2, 'profile_path': '/531YOKa2usleWCA55t6Db4MZhT3.jpg'}]","[{'credit_id': '52fe480cc3a368484e0e6d41', 'department': 'Directing', 'gender': 1, 'id': 100388, 'job': 'Director', 'name': 'Naomi Foner Gyllenhaal', 'profile_path': '/uiMV7Sr2lQ0GHnl8r34GBK8KlXj.jpg'}]",70706
"[{'cast_id': 5, 'character': 'Dan Crawford', 'credit_id': '52fe4b59c3a36847f81ff73f', 'gender': 2, 'id': 18802, 'name': 'Ronald Reagan', 'order': 0, 'profile_path': '/slyHfhri1s11DwgHTdMg9B7Ene9.jpg'}, {'cast_id': 6, 'character': 'Claire Adams', 'credit_id': '52fe4b59c3a36847f81ff743', 'gender': 1, 'id': 20391, 'name': 'Jane Wyman', 'order': 1, 'profile_path': '/nw2qjwNEEJvhJbgqSu9DmqBGY0W.jpg'}, {'cast_id': 2, 'character': 'Joyce Winfree', 'credit_id': '52fe4b59c3a36847f81ff733', 'gender': 1, 'id': 2670, 'name': 'Priscilla Lane', 'order': 2, 'profile_path': '/29ry8Ct4sqs1dht9rn80TBPmuUA.jpg'}]","[{'credit_id': '52fe4b59c3a36847f81ff72f', 'department': 'Directing', 'gender': 2, 'id': 67426, 'job': 'Director', 'name': 'William Keighley', 'profile_path': '/dDrjL0J7qwZPZtNF8igisqL8OyV.jpg'}]",114838
"[{'cast_id': 11, 'character': 'Libby Bushmill / Libby Smith', 'credit_id': '52fe49edc3a36847f81ade07', 'gender': 1, 'id': 4514, 'name': 'Tuesday Weld', 'order': 0, 'profile_path': '/wLVlljfTvppkfdQz9fNDizNpSuK.jpg'}, {'cast_id': 12, 'character': 'Mike Pulaski', 'credit_id': '52fe49edc3a36847f81ade0b', 'gender': 2, 'id': 6679, 'name': 'Richard Beymer', 'order': 1, 'profile_path': '/9jOYQIu3jVAhMNMUKG50Q6TdEmv.jpg'}, {'cast_id': 13, 'character': 'Professor Bruce Patterson', 'credit_id': '52fe49edc3a36847f81ade0f', 'gender': 2, 'id': 29427, 'name': 'Terry-Thomas', 'order': 2, 'profile_path': '/tdsN3NUsBNEPtHkWX5BskfG7yCi.jpg'}]","[{'credit_id': '52fe49edc3a36847f81addcd', 'department': 'Directing', 'gender': 2, 'id': 47399, 'job': 'Director', 'name': 'Frank Tashlin', 'profile_path': '/grAjH8s8DH71E9pdnLMd84tXFWl.jpg'}]",101281
"[{'cast_id': 1, 'character': 'Steve (as John McLaughlin)', 'credit_id': '52fe490f9251416c910a1837', 'gender': 2, 'id': 104342, 'name': 'John Laughlin', 'order': 0, 'profile_path': '/4qVihEb3rMxSQap4N7fC1plTtM0.jpg'}, {'cast_id': 2, 'character': 'Anita', 'credit_id': '52fe490f9251416c910a183b', 'gender': 0, 'id': 1090855, 'name': 'Shelly Horner', 'order': 1, 'profile_path': None}, {'cast_id': 3, 'character': 'Jill', 'credit_id': '52fe49109251416c910a183f', 'gender': 0, 'id': 1090857, 'name': 'Phoebe Schmidt', 'order': 2, 'profile_path': None}]","[{'credit_id': '532061a7c3a3685745001650', 'department': 'Directing', 'gender': 0, 'id': 253245, 'job': 'Director', 'name': 'Bethel Buckalew', 'profile_path': None}]",84801
"[{'cast_id': 3, 'character': 'Madelyn', 'credit_id': '52fe4cccc3a36847f823f22f', 'gender': 1, 'id': 4726, 'name': 'Marcia Gay Harden', 'order': 0, 'profile_path': '/9TYI6LAu4S0vkn47RjLLgFrhtrc.jpg'}, {'cast_id': 4, 'character': 'Lucy', 'credit_id': '52fe4cccc3a36847f823f233', 'gender': 1, 'id': 101, 'name': 'Leonor Watling', 'order': 1, 'profile_path': '/lFOK1qKWqXOnJHFrz4MmuiSzpBP.jpg'}, {'cast_id': 5, 'character': 'Derek', 'credit_id': '52fe4cccc3a36847f823f237', 'gender': 2, 'id': 18992, 'name': 'Aidan Quinn', 'order': 2, 'profile_path': '/fOiuJIBJUdiuqjQtGkffpSbRQ49.jpg'}]","[{'credit_id': '52fe4cccc3a36847f823f225', 'department': 'Directing', 'gender': 1, 'id': 143966, 'job': 'Director', 'name': 'Joan Carr-Wiggin', 'profile_path': None}]",168426
"[{'cast_id': 1, 'character': 'Narrator (voice)', 'credit_id': '52fe4a5bc3a368484e14eaad', 'gender': 0, 'id': 1073617, 'name': 'Ted Biggs', 'order': 0, 'profile_path': None}, {'cast_id': 9, 'character': 'Jim Jones', 'credit_id': '52fe4a5bc3a368484e14eacd', 'gender': 2, 'id': 3720, 'name': 'Rick Roberts', 'order': 1, 'profile_path': '/a9WvYNMC5raIRvnDc1CcibZgiUK.jpg'}, {'cast_id': 3, 'character': 'Stephan Jones', 'credit_id': '52fe4a5bc3a368484e14eab1', 'gender': 2, 'id': 93918, 'name': 'Quentin Krog', 'order': 2, 'profile_path': '/4Qc5nfUmdsKDZxxDm7cNXa9OrN0.jpg'}]","[{'credit_id': '52fe4a5bc3a368484e14eac3', 'department': 'Directing', 'gender': 0, 'id': 574848, 'job': 'Director', 'name': 'Tim Wolochatiuk', 'profile_path': None}]",121135
"[{'cast_id': 1, 'character': 'Margaret Thatcher', 'credit_id': '52fe495d9251416c910aadcd', 'gender': 1, 'id': 127558, 'name': 'Andrea Riseborough', 'order': 0, 'profile_path': '/5Qi1DVUts9gahVpj1dCtspbwcAC.jpg'}, {'cast_id': 2, 'character': 'Ted Heath', 'credit_id': '52fe495d9251416c910aadd1', 'gender': 2, 'id': 54447, 'name': 'Samuel West', 'order': 1, 'profile_path': '/yIDXDpgXxPbl5qWu8KHV7fGzVNr.jpg'}, {'cast_id': 3, 'character': 'Denis Thatcher', 'credit_id': '52fe495d9251416c910aadd5', 'gender': 2, 'id': 139549, 'name': 'Rory Kinnear', 'order': 2, 'profile_path': '/x6S1iZAHHjtPCCyYKOVMOea6zbU.jpg'}]","[{'credit_id': '52fe495d9251416c910aade3', 'department': 'Directing', 'gender': 2, 'id': 225893, 'job': 'Director', 'name': 'Niall MacCormick', 'profile_path': None}]",85788
"[{'cast_id': 50, 'character': 'Kang Eun-Pyo', 'credit_id': '56d355019251413e6a0109c5', 'gender': 0, 'id': 25004, 'name': 'Shin Ha-kyun', 'order': 1, 'profile_path': '/rCNIWXgCn3ojxza9bYmB7BQ4aix.jpg'}, {'cast_id': 38, 'character': 'Kim Soo-hyuk', 'credit_id': '531aeb9f92514177b7003a3d', 'gender': 2, 'id': 85173, 'name': 'Go Soo', 'order': 2, 'profile_path': '/rmvvgEjwcKAXwop4HjfZnZ29mny.jpg'}, {'cast_id': 40, 'character': 'Oh Gi-Yeong', 'credit_id': '531aeca492514177bc0039b9', 'gender': 2, 'id': 1243892, 'name': 'Ryu Seung-su', 'order': 3, 'profile_path': '/xMwCxp0dUv3bGZihd7MGqS5OIGO.jpg'}]","[{'credit_id': '531262dd9251411035002b3f', 'department': 'Directing', 'gender': 0, 'id': 148747, 'job': 'Director', 'name': 'Jang Hoon', 'profile_path': '/l3Qm3f2TZRdT64wybSDS5ZZCSPO.jpg'}]",79553
[],"[{'credit_id': '57d5690f9251415c1e001b6e', 'department': 'Directing', 'gender': 0, 'id': 1677570, 'job': 'Director', 'name': 'Frank Piasechi Poulsen', 'profile_path': None}]",79773
"[{'cast_id': 2, 'character': 'Gaius Julius Caesar', 'credit_id': '52fe45669251416c91030e7b', 'gender': 2, 'id': 23958, 'name': 'Jeremy Sisto', 'order': 0, 'profile_path': '/o2FDlQQWOxF18Bq6hDvhiQZE8i9.jpg'}, {'cast_id': 3, 'character': 'Lucius Cornelius Sulla', 'credit_id': '52fe45669251416c91030e7f', 'gender': 2, 'id': 194, 'name': 'Richard Harris', 'order': 1, 'profile_path': '/51wDHVFNqrYgvUBMOcACAt4sJU9.jpg'}, {'cast_id': 4, 'character': 'Marcus Portius Cato', 'credit_id': '52fe45669251416c91030e83', 'gender': 2, 'id': 4690, 'name': 'Christopher Walken', 'order': 2, 'profile_path': '/ysO1GwRzLT9OVAB9Y2SKHxomqDr.jpg'}]","[{'credit_id': '52fe45669251416c91030e77', 'department': 'Directing', 'gender': 0, 'id': 15868, 'job': 'Director', 'name': 'Uli Edel', 'profile_path': '/d4UsOWPEgbNsuaQ7MUMPW11MYbe.jpg'}]",34469
"[{'cast_id': 1, 'character': 'Jacques Laroche', 'credit_id': '52fe450bc3a368484e045203', 'gender': 2, 'id': 32885, 'name': 'Michel Côté', 'order': 0, 'profile_path': '/hCsfiZm4af0KAktq53NENTmHy5p.jpg'}, {'cast_id': 24, 'character': 'Marc Laroche', 'credit_id': '52fe450bc3a368484e045265', 'gender': 0, 'id': 105932, 'name': 'Louis-José Houde', 'order': 1, 'profile_path': '/cJhAwLN5viGxZD6tfSRGCv3jCOt.jpg'}, {'cast_id': 3, 'character': 'Charles Bérubé', 'credit_id': '52fe450bc3a368484e045207', 'gender': 2, 'id': 38526, 'name': 'Rémy Girard', 'order': 2, 'profile_path': '/4OXis57mBuJMxqLkQ31uunkEXCe.jpg'}]","[{'credit_id': '52fe450bc3a368484e045219', 'department': 'Directing', 'gender': 2, 'id': 6980, 'job': 'Director', 'name': 'Émile Gaudreault', 'profile_path': '/nwLjU3ZaHzdcX6j3CEuZN1Yg9OM.jpg'}]",26566
"[{'cast_id': 3, 'character': 'Martha', 'credit_id': '52fe448bc3a36847f809bfe5', 'gender': 1, 'id': 10139, 'name': 'Leni Riefenstahl', 'order': 0, 'profile_path': '/imaDmGuvU8mc3c61vg4jMV8UGTl.jpg'}, {'cast_id': 4, 'character': 'Marques Sebastian Roccabruna', 'credit_id': '52fe448bc3a36847f809bfe9', 'gender': 0, 'id': 53503, 'name': 'Bernhard Minetti', 'order': 1, 'profile_path': '/6J83cuYbsK7zCDKQq85vsJREoe9.jpg'}, {'cast_id': 5, 'character': 'Camillo', 'credit_id': '52fe448bc3a36847f809bfed', 'gender': 0, 'id': 30933, 'name': 'Aribert Wäscher', 'order': 2, 'profile_path': None}]","[{'credit_id': '52fe448bc3a36847f809bfdb', 'department': 'Directing', 'gender': 1, 'id': 10139, 'job': 'Director', 'name': 'Leni Riefenstahl', 'profile_path': '/imaDmGuvU8mc3c61vg4jMV8UGTl.jpg'}]",7983
"[{'cast_id': 6, 'character': 'Caine', 'credit_id': '52fe43ecc3a36847f80789af', 'gender': 2, 'id': 16475, 'name': 'Burt Reynolds', 'order': 0, 'profile_path': '/g5AyPAhdr5OtHVRGLD3i8Gw4oas.jpg'}, {'cast_id': 7, 'character': 'Mallare', 'credit_id': '52fe43ecc3a36847f80789b3', 'gender': 2, 'id': 40433, 'name': 'Barry Sullivan', 'order': 1, 'profile_path': '/kRuBQnFWbrqwwbIh5BCD34uq2JF.jpg'}, {'cast_id': 8, 'character': 'Anna', 'credit_id': '52fe43ecc3a36847f80789b7', 'gender': 1, 'id': 37505, 'name': 'Silvia Pinal', 'order': 2, 'profile_path': '/1sR1WcEePGUapCHoLhiQ1ak8ebr.jpg'}]","[{'credit_id': '52fe43ecc3a36847f8078993', 'department': 'Directing', 'gender': 0, 'id': 26959, 'job': 'Director', 'name': 'Samuel Fuller', 'profile_path': '/yC1rWSkV8crevItmlRz056GOTMf.jpg'}]",4992
"[{'cast_id': 1, 'character': 'Dino/Mourad', 'credit_id': '52fe467ac3a36847f81013b7', 'gender': 2, 'id': 22306, 'name': 'Kad Merad', 'order': 0, 'profile_path': '/x859fWHL0gKY4E129uTVPpQLZEY.jpg'}, {'cast_id': 5, 'character': 'Hélène', 'credit_id': '52fe467ac3a36847f81013c1', 'gender': 1, 'id': 136489, 'name': 'Valérie Benguigui', 'order': 1, 'profile_path': '/tHh7G038Hh9KXREgNYpTKtuZc9f.jpg'}, {'cast_id': 6, 'character': 'Charles Lemonnier', 'credit_id': '52fe467ac3a36847f81013c5', 'gender': 2, 'id': 35210, 'name': 'Roland Giraud', 'order': 2, 'profile_path': '/fmwrjlNMKr765omD6SJPsrNsrlN.jpg'}]","[{'credit_id': '52fe467ac3a36847f81013bd', 'department': 'Directing', 'gender': 0, 'id': 61985, 'job': 'Director', 'name': 'Olivier Baroux', 'profile_path': '/4VzfdzL0PCLGfQR4LPlg136pqc2.jpg'}]",44155
"[{'cast_id': 2, 'character': 'Charlotte Castang', 'credit_id': '52fe466dc3a368484e0901c1', 'gender': 1, 'id': 4273, 'name': 'Charlotte Gainsbourg', 'order': 0, 'profile_path': '/hWUtcljrFsaSf9ZFTgjIoo4FxfQ.jpg'}, {'cast_id': 3, 'character': 'Léone', 'credit_id': '52fe466dc3a368484e0901c5', 'gender': 1, 'id': 28254, 'name': 'Bernadette Lafont', 'order': 1, 'profile_path': '/5kaw6XGK8u6pWvrAq54I4KMQJqe.jpg'}, {'cast_id': 4, 'character': 'Sam', 'credit_id': '52fe466dc3a368484e0901c9', 'gender': 2, 'id': 24299, 'name': 'Jean-Claude Brialy', 'order': 2, 'profile_path': '/g3kkYcAvq90tALMErxmdAIcIXsE.jpg'}]","[{'credit_id': '52fe466dc3a368484e0901bd', 'department': 'Directing', 'gender': 2, 'id': 18209, 'job': 'Director', 'name': 'Claude Miller', 'profile_path': '/s3zRKECzjam2SrhRIHmr3vBcjlL.jpg'}]",61991
"[{'cast_id': 9, 'character': 'himself', 'credit_id': '52fe4423c3a36847f8084549', 'gender': 0, 'id': 45602, 'name': 'Roger Behr', 'order': 0, 'profile_path': '/xBcohx3xnCM8H0RCJSdaZJqYlF6.jpg'}, {'cast_id': 10, 'character': 'Extra', 'credit_id': '52fe4423c3a36847f808454d', 'gender': 0, 'id': 45597, 'name': 'Mike Callie', 'order': 1, 'profile_path': None}, {'cast_id': 11, 'character': 'himself', 'credit_id': '52fe4423c3a36847f8084551', 'gender': 2, 'id': 45603, 'name': 'Joey Camen', 'order': 2, 'profile_path': None}]","[{'credit_id': '52fe4422c3a36847f808451b', 'department': 'Directing', 'gender': 0, 'id': 45595, 'job': 'Director', 'name': 'I. Robert Levy', 'profile_path': None}]",5800
"[{'cast_id': 2, 'character': 'Jean Cormery', 'credit_id': '52fe494a9251416c910a8a83', 'gender': 2, 'id': 77860, 'name': 'Jacques Gamblin', 'order': 0, 'profile_path': '/cJpECWOgMnEAJ07ukli9Nx2a0M8.jpg'}, {'cast_id': 3, 'character': 'Catherine Cormery (1924)', 'credit_id': '52fe494a9251416c910a8a87', 'gender': 1, 'id': 54230, 'name': 'Maya Sansa', 'order': 1, 'profile_path': '/yUR3EJp1LZNDWP25nUT0QGe2fUt.jpg'}, {'cast_id': 4, 'character': 'Professeur Bernard', 'credit_id': '52fe494a9251416c910a8a8b', 'gender': 2, 'id': 6020, 'name': 'Denis Podalydès', 'order': 2, 'profile_path': '/AfsmUtlz0ogq08hzHfyT4dnJTPT.jpg'}]","[{'credit_id': '52fe494a9251416c910a8a7f', 'department': 'Directing', 'gender': 2, 'id': 128107, 'job': 'Director', 'name': 'Gianni Amelio', 'profile_path': '/tHXPXlExztj7MV10UkbWr6w6HYZ.jpg'}]",85547
"[{'cast_id': 7, 'character': 'Jolly Grimm', 'credit_id': '52fe4b0dc3a36847f81efb2f', 'gender': 2, 'id': 41220, 'name': 'James Coco', 'order': 0, 'profile_path': '/nuJa1euBEOo7UOJMQDCfSB0aeSo.jpg'}, {'cast_id': 8, 'character': 'Queenie', 'credit_id': '52fe4b0dc3a36847f81efb33', 'gender': 1, 'id': 21462, 'name': 'Raquel Welch', 'order': 1, 'profile_path': '/dEr7QkkgOqCwH1uc5VXzTxDveAv.jpg'}, {'cast_id': 9, 'character': 'Dale Sword', 'credit_id': '52fe4b0dc3a36847f81efb37', 'gender': 0, 'id': 64457, 'name': 'Perry King', 'order': 2, 'profile_path': '/gne5PrFEM8FEGG96Jf7JJYgptke.jpg'}]","[{'credit_id': '52fe4b0dc3a36847f81efb0d', 'department': 'Directing', 'gender': 2, 'id': 54441, 'job': 'Director', 'name': 'James Ivory', 'profile_path': '/vj4PY2KciRCZWzT4eCdOoQfzoJs.jpg'}]",112087
"[{'cast_id': 5, 'character': 'Marv', 'credit_id': '52fe4224c3a36847f800744d', 'gender': 2, 'id': 2295, 'name': 'Mickey Rourke', 'order': 0, 'profile_path': '/AvGzQ8fvjurGmZW3W1wlQ5WfSeT.jpg'}, {'cast_id': 3, 'character': 'Nancy', 'credit_id': '52fe4224c3a36847f8007443', 'gender': 1, 'id': 56731, 'name': 'Jessica Alba', 'order': 1, 'profile_path': '/yMiHrSyrv5u8qwfi3T8EuI4VPFk.jpg'}, {'cast_id': 16, 'character': 'Dwight', 'credit_id': '52fe4224c3a36847f8007471', 'gender': 2, 'id': 16851, 'name': 'Josh Brolin', 'order': 2, 'profile_path': '/jz8gDYozhRC2Ymd38ydPsW7wm49.jpg'}]","[{'credit_id': '52fe4224c3a36847f800743f', 'department': 'Directing', 'gender': 2, 'id': 2294, 'job': 'Director', 'name': 'Robert Rodriguez', 'profile_path': '/bPqRdLWWwpOT8sBdj9PWOzNgwou.jpg'}]",189
