genres,id,title
"[{'id': 18, 'name': 'Drama'}, {'id': 53, 'name': 'Thriller'}]",32582,The Message
"[{'id': 35, 'name': 'Comedy'}]",58309,School For All
"[{'id': 28, 'name': 'Action'}, {'id': 18, 'name': 'Drama'}, {'id': 10752, 'name': 'War'}]",40578,The Sea Chase
"[{'id': 35, 'name': 'Comedy'}]",42189,Kevin Hart: Seriously Funny
"[{'id': 37, 'name': 'Western'}]",3686,Last of the Renegades
"[{'id': 53, 'name': 'Thriller'}]",135260,Top Sensation
"[{'id': 99, 'name': 'Documentary'}]",82326,Koran by Heart
"[{'id': 9648, 'name': 'Mystery'}]",56599,The Man Without a Map
"[{'id': 35, 'name': 'Comedy'}, {'id': 10749, 'name': 'Romance'}]",107999,The Bride Goes Wild
"[{'id': 18, 'name': 'Drama'}, {'id': 10752, 'name': 'War'}]",27858,PT 109
"[{'id': 18, 'name': 'Drama'}]",133365,The Diary of Anne Frank
"[{'id': 18, 'name': 'Drama'}, {'id': 9648, 'name': 'Mystery'}, {'id': 10770, 'name': 'TV Movie'}]",63339,The Suspicions of Mr. Whicher: The Murder at Road Hill House
"[{'id': 27, 'name': 'Horror'}, {'id': 878, 'name': 'Science Fiction'}]",57326,Sabretooth
"[{'id': 27, 'name': 'Horror'}]",27771,Sometimes They Come Back... for More
"[{'id': 99, 'name': 'Documentary'}, {'id': 878, 'name': 'Science Fiction'}]",70703,The Captains
"[{'id': 18, 'name': 'Drama'}]",44966,The Freebie
"[{'id': 12, 'name': 'Adventure'}, {'id': 37, 'name': 'Western'}]",7085,The Desperado Trail
"[{'id': 35, 'name': 'Comedy'}, {'id': 10751, 'name': 'Family'}]",32139,Soccer Dog: The Movie
"[{'id': 53, 'name': 'Thriller'}, {'id': 27, 'name': 'Horror'}, {'id': 28, 'name': 'Action'}]",58718,Siren
"[{'id': 18, 'name': 'Drama'}, {'id': 80, 'name': 'Crime'}, {'id': 37, 'name': 'Western'}]",85609,The Outrage
"[{'id': 12, 'name': 'Adventure'}, {'id': 18, 'name': 'Drama'}]",47962,Dirkie - Lost in the Desert
"[{'id': 35, 'name': 'Comedy'}, {'id': 10402, 'name': 'Music'}, {'id': 10749, 'name': 'Romance'}]",42783,Kissin' Cousins
"[{'id': 18, 'name': 'Drama'}, {'id': 80, 'name': 'Crime'}]",70877,Inside Out
"[{'id': 18, 'name': 'Drama'}]",86059,The Comedians
"[{'id': 12, 'name': 'Adventure'}, {'id': 35, 'name': 'Comedy'}]",26266,Spymate
"[{'id': 35, 'name': 'Comedy'}, {'id': 10751, 'name': 'Family'}]",70587,Spooky Buddies
"[{'id': 10751, 'name': 'Family'}]",142308,Santa Paws 2: The Santa Pups
"[{'id': 18, 'name': 'Drama'}, {'id': 53, 'name': 'Thriller'}]",71376,Malicious
"[{'id': 28, 'name': 'Action'}]",173793,White Tiger
"[{'id': 14, 'name': 'Fantasy'}, {'id': 27, 'name': 'Horror'}]",26042,Warlock III: The End of Innocence
"[{'id': 878, 'name': 'Science Fiction'}]",113209,TekWar: TekLords
"[{'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]",89872,Musical Chairs
"[{'id': 10752, 'name': 'War'}, {'id': 18, 'name': 'Drama'}]",102078,The Deep Six
"[{'id': 37, 'name': 'Western'}]",153228,The Moonlighter
"[{'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]",5201,Wild Orchids
"[{'id': 18, 'name': 'Drama'}]",84312,Mosquita y Mari
"[{'id': 28, 'name': 'Action'}]",4529,The Defector
"[{'id': 53, 'name': 'Thriller'}, {'id': 28, 'name': 'Action'}]",44663,Moscow Chill
"[{'id': 53, 'name': 'Thriller'}]",90376,"Love, Cheat & Steal"
"[{'id': 28, 'name': 'Action'}, {'id': 18, 'name': 'Drama'}, {'id': 80, 'name': 'Crime'}, {'id': 53, 'name': 'Thriller'}]",4968,The Piano Player
"[{'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]",79521,Miracle in the Rain
"[{'id': 12, 'name': 'Adventure'}, {'id': 878, 'name': 'Science Fiction'}, {'id': 37, 'name': 'Western'}, {'id': 35, 'name': 'Comedy'}]",49050,Oblivion
"[{'id': 10752, 'name': 'War'}, {'id': 18, 'name': 'Drama'}]",26316,Mosquito Squadron
"[{'id': 35, 'name': 'Comedy'}]",27376,Muscle Beach Party
"[{'id': 28, 'name': 'Action'}, {'id': 53, 'name': 'Thriller'}, {'id': 878, 'name': 'Science Fiction'}]",107096,Nemesis 3: Time Lapse
"[{'id': 12, 'name': 'Adventure'}, {'id': 28, 'name': 'Action'}]",44773,The 7 Adventures of Sinbad
"[{'id': 10751, 'name': 'Family'}]",26538,Jack Frost
"[{'id': 35, 'name': 'Comedy'}, {'id': 10749, 'name': 'Romance'}]",69792,Love Birds
"[{'id': 12, 'name': 'Adventure'}, {'id': 28, 'name': 'Action'}, {'id': 18, 'name': 'Drama'}, {'id': 80, 'name': 'Crime'}]",32387,Stick
"[{'id': 18, 'name': 'Drama'}, {'id': 53, 'name': 'Thriller'}]",76864,Tic Tac
"[{'id': 28, 'name': 'Action'}, {'id': 12, 'name': 'Adventure'}, {'id': 18, 'name': 'Drama'}, {'id': 53, 'name': 'Thriller'}]",87514,Skyjacked
"[{'id': 35, 'name': 'Comedy'}, {'id': 10749, 'name': 'Romance'}]",3582,The Millionairess
"[{'id': 27, 'name': 'Horror'}]",48374,Piranha
"[{'id': 16, 'name': 'Animation'}, {'id': 10751, 'name': 'Family'}]",45662,Space Chimps 2: Zartog Strikes Back
"[{'id': 27, 'name': 'Horror'}]",53953,The Tooth Fairy
"[{'id': 28, 'name': 'Action'}, {'id': 12, 'name': 'Adventure'}, {'id': 878, 'name': 'Science Fiction'}]",99861,Avengers: Age of Ultron
"[{'id': 28, 'name': 'Action'}, {'id': 12, 'name': 'Adventure'}, {'id': 14, 'name': 'Fantasy'}, {'id': 878, 'name': 'Science Fiction'}]",141052,Justice League
"[{'id': 878, 'name': 'Science Fiction'}, {'id': 28, 'name': 'Action'}, {'id': 12, 'name': 'Adventure'}]",102899,Ant-Man
"[{'id': 35, 'name': 'Comedy'}]",77680,El robobo de la jojoya
"[{'id': 878, 'name': 'Science Fiction'}]",144676,Scorpio One
"[{'id': 27, 'name': 'Horror'}, {'id': 53, 'name': 'Thriller'}]",26631,In the Blood
"[{'id': 80, 'name': 'Crime'}]",26801,Sealed Lips
"[{'id': 28, 'name': 'Action'}]",2648,Aces Go Places V: The Terracotta Hit
"[{'id': 10752, 'name': 'War'}, {'id': 18, 'name': 'Drama'}, {'id': 36, 'name': 'History'}]",156141,Stalingrad
"[{'id': 18, 'name': 'Drama'}, {'id': 10770, 'name': 'TV Movie'}]",1163,The Miracle Worker
"[{'id': 37, 'name': 'Western'}]",72032,Return of Sabata
"[{'id': 37, 'name': 'Western'}, {'id': 28, 'name': 'Action'}, {'id': 27, 'name': 'Horror'}]",128598,Left for Dead
"[{'id': 18, 'name': 'Drama'}]",93892,The Hoodlum Priest
"[{'id': 80, 'name': 'Crime'}]",25735,The Gangster
"[{'id': 18, 'name': 'Drama'}, {'id': 10751, 'name': 'Family'}]",27738,Russkies
"[{'id': 10749, 'name': 'Romance'}]",97732,See Girl Run
"[{'id': 18, 'name': 'Drama'}]",80596,The Magic Box
"[{'id': 36, 'name': 'History'}, {'id': 18, 'name': 'Drama'}, {'id': 12, 'name': 'Adventure'}]",87115,Knight Without Armour
"[{'id': 18, 'name': 'Drama'}]",173893,"Cry, the Beloved Country"
"[{'id': 18, 'name': 'Drama'}]",121354,The Great Man
"[{'id': 28, 'name': 'Action'}, {'id': 37, 'name': 'Western'}]",32560,Rio Conchos
"[{'id': 878, 'name': 'Science Fiction'}]",150004,Taken
"[{'id': 10752, 'name': 'War'}, {'id': 18, 'name': 'Drama'}, {'id': 36, 'name': 'History'}]",86382,They Fought for Their Motherland
"[{'id': 12, 'name': 'Adventure'}, {'id': 14, 'name': 'Fantasy'}]",5147,The Lost Continent
[],146926,Heatseeker
"[{'id': 10749, 'name': 'Romance'}, {'id': 12, 'name': 'Adventure'}, {'id': 35, 'name': 'Comedy'}]",76829,Lovers Like Us
"[{'id': 35, 'name': 'Comedy'}, {'id': 80, 'name': 'Crime'}, {'id': 18, 'name': 'Drama'}]",81396,Jimmy the Gent
"[{'id': 36, 'name': 'History'}, {'id': 18, 'name': 'Drama'}]",1849,Nine Hours to Rama
"[{'id': 12, 'name': 'Adventure'}, {'id': 16, 'name': 'Animation'}, {'id': 35, 'name': 'Comedy'}, {'id': 10751, 'name': 'Family'}]",1260,Lotte from Gadgetville
[],158870,Newlyweeds
"[{'id': 80, 'name': 'Crime'}, {'id': 18, 'name': 'Drama'}, {'id': 9648, 'name': 'Mystery'}, {'id': 53, 'name': 'Thriller'}]",47902,Meskada
[],165569,Wuthering Heights
"[{'id': 10769, 'name': 'Foreign'}, {'id': 27, 'name': 'Horror'}]",30861,The Last House in the Woods
"[{'id': 18, 'name': 'Drama'}, {'id': 35, 'name': 'Comedy'}]",52784,His and Hers
"[{'id': 10749, 'name': 'Romance'}, {'id': 35, 'name': 'Comedy'}]",121003,The Girl from Missouri
"[{'id': 10749, 'name': 'Romance'}, {'id': 80, 'name': 'Crime'}, {'id': 53, 'name': 'Thriller'}]",49060,Tempo
"[{'id': 80, 'name': 'Crime'}, {'id': 18, 'name': 'Drama'}, {'id': 9648, 'name': 'Mystery'}, {'id': 53, 'name': 'Thriller'}]",72094,Thorne: Scaredycat
"[{'id': 18, 'name': 'Drama'}]",72483,The Twilight of the Golds
"[{'id': 28, 'name': 'Action'}, {'id': 12, 'name': 'Adventure'}, {'id': 35, 'name': 'Comedy'}, {'id': 80, 'name': 'Crime'}, {'id': 53, 'name': 'Thriller'}]",113582,The Spy in the Green Hat
"[{'id': 10770, 'name': 'TV Movie'}, {'id': 18, 'name': 'Drama'}]",96131,Tribes
[],108012,Caroline?
"[{'id': 35, 'name': 'Comedy'}, {'id': 10749, 'name': 'Romance'}, {'id': 10752, 'name': 'War'}]",101289,"See Here, Private Hargrove"
"[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}]",162928,Let Us Be Gay
"[{'id': 35, 'name': 'Comedy'}, {'id': 10402, 'name': 'Music'}]",98507,Shock Treatment
"[{'id': 35, 'name': 'Comedy'}, {'id': 10749, 'name': 'Romance'}]",133241,Mariachi Gringo
"[{'id': 80, 'name': 'Crime'}, {'id': 9648, 'name': 'Mystery'}, {'id': 53, 'name': 'Thriller'}]",55603,The Golden Eye
[],128229,Long Pants
"[{'id': 35, 'name': 'Comedy'}, {'id': 37, 'name': 'Western'}]",154073,Kid Blue
"[{'id': 80, 'name': 'Crime'}, {'id': 18, 'name': 'Drama'}, {'id': 9648, 'name': 'Mystery'}]",97910,Juke Girl
"[{'id': 80, 'name': 'Crime'}, {'id': 18, 'name': 'Drama'}]",68976,The Unknown Man
"[{'id': 27, 'name': 'Horror'}, {'id': 878, 'name': 'Science Fiction'}]",27840,Mark of the Astro-Zombies
"[{'id': 18, 'name': 'Drama'}]",149043,St. Giuseppe Moscati: Doctor to the Poor
"[{'id': 37, 'name': 'Western'}]",118446,The Last Outpost
"[{'id': 35, 'name': 'Comedy'}, {'id': 80, 'name': 'Crime'}, {'id': 28, 'name': 'Action'}]",166221,Teresa's Tattoo
"[{'id': 28, 'name': 'Action'}, {'id': 35, 'name': 'Comedy'}]",169832,Number One with a Bullet
"[{'id': 35, 'name': 'Comedy'}]",127040,Pick a Star
"[{'id': 18, 'name': 'Drama'}, {'id': 53, 'name': 'Thriller'}]",4930,House of Cards
"[{'id': 35, 'name': 'Comedy'}, {'id': 99, 'name': 'Documentary'}]",59527,Pleasure at Her Majesty's
"[{'id': 10770, 'name': 'TV Movie'}, {'id': 28, 'name': 'Action'}, {'id': 37, 'name': 'Western'}]",69495,Lone Rider
"[{'id': 18, 'name': 'Drama'}]",27544,The Company She Keeps
"[{'id': 35, 'name': 'Comedy'}, {'id': 10749, 'name': 'Romance'}]",129009,Love Is a Ball
"[{'id': 18, 'name': 'Drama'}, {'id': 80, 'name': 'Crime'}]",48407,The Last Page
"[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}, {'id': 10751, 'name': 'Family'}]",69803,Mayor Cupcake
"[{'id': 35, 'name': 'Comedy'}]",129415,Katt Williams: Kattpacalypse
"[{'id': 10751, 'name': 'Family'}]",134415,Vampire Dog
"[{'id': 27, 'name': 'Horror'}, {'id': 53, 'name': 'Thriller'}]",6976,Whoever Slew Auntie Roo?
"[{'id': 37, 'name': 'Western'}]",6610,The Wonderful Country
"[{'id': 80, 'name': 'Crime'}, {'id': 18, 'name': 'Drama'}]",26838,High Wall
"[{'id': 18, 'name': 'Drama'}, {'id': 10752, 'name': 'War'}]",99345,The Gallant Hours
"[{'id': 35, 'name': 'Comedy'}, {'id': 9648, 'name': 'Mystery'}]",90460,Whistling in the Dark
"[{'id': 16, 'name': 'Animation'}, {'id': 35, 'name': 'Comedy'}, {'id': 10751, 'name': 'Family'}, {'id': 12, 'name': 'Adventure'}]",79842,SeaFood
"[{'id': 18, 'name': 'Drama'}, {'id': 10752, 'name': 'War'}, {'id': 53, 'name': 'Thriller'}]",106017,The Angry Hills
"[{'id': 18, 'name': 'Drama'}, {'id': 10751, 'name': 'Family'}]",61473,Race to Space
"[{'id': 14, 'name': 'Fantasy'}, {'id': 27, 'name': 'Horror'}, {'id': 53, 'name': 'Thriller'}]",33988,The Pit and the Pendulum
"[{'id': 10402, 'name': 'Music'}, {'id': 35, 'name': 'Comedy'}]",139922,She's Working Her Way Through College
"[{'id': 18, 'name': 'Drama'}]",147843,If Winter Comes
"[{'id': 37, 'name': 'Western'}]",8372,Lonesome Cowboys
"[{'id': 18, 'name': 'Drama'}]",118760,Forty Deuce
"[{'id': 10749, 'name': 'Romance'}, {'id': 18, 'name': 'Drama'}]",47646,The Grasshopper
"[{'id': 18, 'name': 'Drama'}]",127445,Rain
"[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}]",95004,The Guardsman
"[{'id': 9648, 'name': 'Mystery'}, {'id': 53, 'name': 'Thriller'}]",25807,Red Light
"[{'id': 18, 'name': 'Drama'}]",137859,The Unvanquished
"[{'id': 18, 'name': 'Drama'}, {'id': 28, 'name': 'Action'}, {'id': 53, 'name': 'Thriller'}]",91548,Ring of Fire II: Blood and Steel
"[{'id': 14, 'name': 'Fantasy'}, {'id': 28, 'name': 'Action'}, {'id': 878, 'name': 'Science Fiction'}, {'id': 10751, 'name': 'Family'}]",122894,Journey to the Center of the Earth
"[{'id': 35, 'name': 'Comedy'}]",143277,The Hoodlum
"[{'id': 27, 'name': 'Horror'}, {'id': 35, 'name': 'Comedy'}, {'id': 80, 'name': 'Crime'}]",103433,Hillside Cannibals
"[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}]",5002,Lifeguard
"[{'id': 28, 'name': 'Action'}, {'id': 80, 'name': 'Crime'}, {'id': 53, 'name': 'Thriller'}]",115373,Gunshy
"[{'id': 10402, 'name': 'Music'}]",93061,Rock Around the Clock
"[{'id': 18, 'name': 'Drama'}, {'id': 9648, 'name': 'Mystery'}]",31340,The New Protocol
"[{'id': 37, 'name': 'Western'}]",94192,Great Day in the Morning
"[{'id': 18, 'name': 'Drama'}]",95578,Evel Knievel
"[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}]",145194,Such Is Life
"[{'id': 35, 'name': 'Comedy'}]",91715,The Taming of the Shrew
"[{'id': 53, 'name': 'Thriller'}, {'id': 27, 'name': 'Horror'}]",167198,The Midnight Game
"[{'id': 80, 'name': 'Crime'}, {'id': 18, 'name': 'Drama'}]",86087,Hell's Highway
"[{'id': 27, 'name': 'Horror'}, {'id': 53, 'name': 'Thriller'}]",112460,London Voodoo
"[{'id': 99, 'name': 'Documentary'}, {'id': 10769, 'name': 'Foreign'}]",81646,Marathon Boy
"[{'id': 18, 'name': 'Drama'}, {'id': 53, 'name': 'Thriller'}, {'id': 9648, 'name': 'Mystery'}]",72100,The Big Cube
"[{'id': 878, 'name': 'Science Fiction'}]",118716,The Day Mars Invaded Earth
"[{'id': 10751, 'name': 'Family'}, {'id': 12, 'name': 'Adventure'}, {'id': 28, 'name': 'Action'}, {'id': 18, 'name': 'Drama'}]",128854,Hills of Home
"[{'id': 18, 'name': 'Drama'}]",96702,The Power and the Glory
"[{'id': 27, 'name': 'Horror'}, {'id': 53, 'name': 'Thriller'}]",73614,House of Usher
"[{'id': 35, 'name': 'Comedy'}, {'id': 10749, 'name': 'Romance'}]",61434,They All Kissed the Bride
"[{'id': 10749, 'name': 'Romance'}, {'id': 18, 'name': 'Drama'}, {'id': 36, 'name': 'History'}, {'id': 10752, 'name': 'War'}]",149468,"War and Peace, Part IV: Pierre Bezukhov"
"[{'id': 16, 'name': 'Animation'}, {'id': 99, 'name': 'Documentary'}]",72585,Why Man Creates
"[{'id': 35, 'name': 'Comedy'}, {'id': 10749, 'name': 'Romance'}]",115111,"Goodbye, My Fancy"
"[{'id': 10751, 'name': 'Family'}, {'id': 16, 'name': 'Animation'}, {'id': 12, 'name': 'Adventure'}, {'id': 35, 'name': 'Comedy'}]",59178,The Wind in the Willows
"[{'id': 18, 'name': 'Drama'}]",149150,Melody for a Street Organ
"[{'id': 16, 'name': 'Animation'}]",51800,The Dolphin: Story of a Dreamer
"[{'id': 28, 'name': 'Action'}, {'id': 878, 'name': 'Science Fiction'}, {'id': 53, 'name': 'Thriller'}]",92371,Project: Shadowchaser
"[{'id': 18, 'name': 'Drama'}]",140509,"The Foreign Duck, the Native Duck and God in a Coin Locker"
"[{'id': 9648, 'name': 'Mystery'}, {'id': 18, 'name': 'Drama'}]",61950,The Fine Art of Love: Mine Ha-Ha
"[{'id': 80, 'name': 'Crime'}, {'id': 18, 'name': 'Drama'}]",141319,Spanish Judges
"[{'id': 16, 'name': 'Animation'}, {'id': 10751, 'name': 'Family'}, {'id': 14, 'name': 'Fantasy'}]",26497,Impy's Island
"[{'id': 10749, 'name': 'Romance'}]",46651,Romance
"[{'id': 18, 'name': 'Drama'}]",142254,Jeanne Eagels
"[{'id': 18, 'name': 'Drama'}]",110671,No Down Payment
"[{'id': 35, 'name': 'Comedy'}]",87909,Kidco
"[{'id': 36, 'name': 'History'}, {'id': 18, 'name': 'Drama'}, {'id': 28, 'name': 'Action'}, {'id': 37, 'name': 'Western'}]",95012,The Iron Mistress
"[{'id': 35, 'name': 'Comedy'}]",94831,The Fuller Brush Girl
"[{'id': 18, 'name': 'Drama'}, {'id': 28, 'name': 'Action'}, {'id': 53, 'name': 'Thriller'}]",86709,Last Man Standing
"[{'id': 12, 'name': 'Adventure'}, {'id': 18, 'name': 'Drama'}]",102526,White Cargo
"[{'id': 35, 'name': 'Comedy'}]",95137,The Feminine Touch
"[{'id': 36, 'name': 'History'}, {'id': 18, 'name': 'Drama'}, {'id': 28, 'name': 'Action'}]",6163,The Hessen Affair
"[{'id': 35, 'name': 'Comedy'}]",6984,Home Movies
"[{'id': 18, 'name': 'Drama'}]",26714,Two Seconds
"[{'id': 35, 'name': 'Comedy'}, {'id': 10749, 'name': 'Romance'}]",44974,Kettle of Fish
"[{'id': 35, 'name': 'Comedy'}, {'id': 27, 'name': 'Horror'}]",2199,My Mom's a Werewolf
"[{'id': 53, 'name': 'Thriller'}, {'id': 80, 'name': 'Crime'}, {'id': 18, 'name': 'Drama'}, {'id': 27, 'name': 'Horror'}, {'id': 9648, 'name': 'Mystery'}, {'id': 878, 'name': 'Science Fiction'}]",5601,Shock Treatment
"[{'id': 80, 'name': 'Crime'}, {'id': 28, 'name': 'Action'}, {'id': 18, 'name': 'Drama'}]",31362,In the Line of Duty: The F.B.I. Murders
"[{'id': 10749, 'name': 'Romance'}, {'id': 35, 'name': 'Comedy'}, {'id': 14, 'name': 'Fantasy'}]",71357,Lovesick
"[{'id': 27, 'name': 'Horror'}, {'id': 53, 'name': 'Thriller'}]",92635,Snow White: A Deadly Summer
"[{'id': 10749, 'name': 'Romance'}, {'id': 35, 'name': 'Comedy'}]",46869,Love on the Side
"[{'id': 35, 'name': 'Comedy'}]",173299,Hail Caesar
"[{'id': 18, 'name': 'Drama'}]",93263,The Men's Club
"[{'id': 27, 'name': 'Horror'}]",84508,The Ghost of Yotsuya
"[{'id': 27, 'name': 'Horror'}, {'id': 80, 'name': 'Crime'}, {'id': 9648, 'name': 'Mystery'}]",83579,The Hound of the Baskervilles
"[{'id': 35, 'name': 'Comedy'}]",105406,Who Was That Lady?
"[{'id': 28, 'name': 'Action'}, {'id': 35, 'name': 'Comedy'}, {'id': 27, 'name': 'Horror'}]",167956,Fist of Jesus
"[{'id': 10751, 'name': 'Family'}, {'id': 35, 'name': 'Comedy'}]",58655,Parade
"[{'id': 10752, 'name': 'War'}, {'id': 18, 'name': 'Drama'}]",168300,Jubilation Street
"[{'id': 18, 'name': 'Drama'}]",168994,Army
"[{'id': 10749, 'name': 'Romance'}, {'id': 18, 'name': 'Drama'}]",105470,Immortal Love
"[{'id': 99, 'name': 'Documentary'}]",159000,Citizen Koch
"[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}]",155605,Youth of the Son
"[{'id': 878, 'name': 'Science Fiction'}, {'id': 9648, 'name': 'Mystery'}, {'id': 53, 'name': 'Thriller'}]",91929,The Arrival of Wang
"[{'id': 18, 'name': 'Drama'}, {'id': 28, 'name': 'Action'}]",141262,Season For Assassins
[],105133,Hard Luck Hero
"[{'id': 28, 'name': 'Action'}, {'id': 53, 'name': 'Thriller'}, {'id': 10769, 'name': 'Foreign'}]",89056,Double Game
"[{'id': 37, 'name': 'Western'}, {'id': 35, 'name': 'Comedy'}]",104638,"Aquí llega Condemor, el pecador de la pradera"
"[{'id': 35, 'name': 'Comedy'}]",131932,FBI: Frikis buscan incordiar
[],72400,La Bandera
"[{'id': 53, 'name': 'Thriller'}, {'id': 9648, 'name': 'Mystery'}]",130882,The Phantom Light
"[{'id': 16, 'name': 'Animation'}]",48522,The Periwig-Maker
"[{'id': 99, 'name': 'Documentary'}]",54505,Manson
"[{'id': 12, 'name': 'Adventure'}, {'id': 35, 'name': 'Comedy'}, {'id': 10751, 'name': 'Family'}, {'id': 14, 'name': 'Fantasy'}, {'id': 27, 'name': 'Horror'}, {'id': 10770, 'name': 'TV Movie'}]",27850,Halloweentown
"[{'id': 27, 'name': 'Horror'}]",2186,Within the Woods
"[{'id': 99, 'name': 'Documentary'}]",154622,100 Years at the Movies
"[{'id': 16, 'name': 'Animation'}, {'id': 10751, 'name': 'Family'}]",52458,The Butter Battle Book
"[{'id': 16, 'name': 'Animation'}]",84805,The Fat Albert Halloween Special
"[{'id': 35, 'name': 'Comedy'}, {'id': 99, 'name': 'Documentary'}, {'id': 10770, 'name': 'TV Movie'}]",157723,Nantucket Film Festival's Comedy Roundtable
[],162864,The 3 Rs
"[{'id': 10749, 'name': 'Romance'}, {'id': 35, 'name': 'Comedy'}]",137014,How They Get There
"[{'id': 16, 'name': 'Animation'}]",168202,"Hen, His Wife"
"[{'id': 35, 'name': 'Comedy'}, {'id': 27, 'name': 'Horror'}]",27618,The Horribly Slow Murderer with the Extremely Inefficient Weapon
"[{'id': 35, 'name': 'Comedy'}]",78278,Special Delivery
"[{'id': 35, 'name': 'Comedy'}]",45221,"Delphine 1, Yvan 0"
"[{'id': 12, 'name': 'Adventure'}, {'id': 10751, 'name': 'Family'}, {'id': 14, 'name': 'Fantasy'}, {'id': 10749, 'name': 'Romance'}]",159704,The Cave of the Golden Rose
[],157787,Nom de code : Rose
"[{'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]",131457,Green Light
"[{'id': 27, 'name': 'Horror'}, {'id': 9648, 'name': 'Mystery'}, {'id': 53, 'name': 'Thriller'}]",26504,Black Belly of the Tarantula
"[{'id': 18, 'name': 'Drama'}]",92257,Dance Program
"[{'id': 18, 'name': 'Drama'}]",73922,A Visitor to a Museum
"[{'id': 35, 'name': 'Comedy'}, {'id': 10749, 'name': 'Romance'}]",123235,Paris-Manhattan
"[{'id': 18, 'name': 'Drama'}]",94904,7 Days in Havana
"[{'id': 53, 'name': 'Thriller'}]",128876,Tower Block
"[{'id': 53, 'name': 'Thriller'}]",32088,The Little Drummer Girl
"[{'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]",32649,Sandor slash Ida
"[{'id': 18, 'name': 'Drama'}]",83897,Uprise
"[{'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}, {'id': 10769, 'name': 'Foreign'}]",96306,Anotherworld
"[{'id': 878, 'name': 'Science Fiction'}, {'id': 18, 'name': 'Drama'}]",41571,The Heart of the World
"[{'id': 18, 'name': 'Drama'}, {'id': 9648, 'name': 'Mystery'}]",81981,Girl with Hyacinths
"[{'id': 99, 'name': 'Documentary'}]",80337,These Amazing Shadows
"[{'id': 12, 'name': 'Adventure'}, {'id': 14, 'name': 'Fantasy'}, {'id': 10751, 'name': 'Family'}]",8779,Journey to the Beginning of Time
"[{'id': 99, 'name': 'Documentary'}]",163366,Spend It All
"[{'id': 99, 'name': 'Documentary'}]",137008,small roads
"[{'id': 99, 'name': 'Documentary'}]",49957,Carts of Darkness
"[{'id': 99, 'name': 'Documentary'}]",96574,Gerhard Richter Painting
"[{'id': 18, 'name': 'Drama'}]",56691,The Wayward Girl
"[{'id': 18, 'name': 'Drama'}]",133643,Karin Daughter of Ingmar
"[{'id': 18, 'name': 'Drama'}]",116991,The Monastery of Sendomir
"[{'id': 18, 'name': 'Drama'}, {'id': 10769, 'name': 'Foreign'}, {'id': 36, 'name': 'History'}, {'id': 9648, 'name': 'Mystery'}]",62851,Under the Flag of the Rising Sun
"[{'id': 27, 'name': 'Horror'}, {'id': 878, 'name': 'Science Fiction'}, {'id': 53, 'name': 'Thriller'}]",26925,The Man They Could Not Hang
"[{'id': 80, 'name': 'Crime'}, {'id': 9648, 'name': 'Mystery'}]",4885,Ten Little Indians
"[{'id': 18, 'name': 'Drama'}]",166886,"Mother, I Love You"
"[{'id': 35, 'name': 'Comedy'}, {'id': 80, 'name': 'Crime'}, {'id': 12, 'name': 'Adventure'}, {'id': 14, 'name': 'Fantasy'}]",1871,Fantomas
"[{'id': 35, 'name': 'Comedy'}, {'id': 80, 'name': 'Crime'}, {'id': 12, 'name': 'Adventure'}, {'id': 14, 'name': 'Fantasy'}]",1870,Fantomas Unleashed
"[{'id': 35, 'name': 'Comedy'}, {'id': 80, 'name': 'Crime'}, {'id': 12, 'name': 'Adventure'}, {'id': 14, 'name': 'Fantasy'}]",1875,Fantomas vs. Scotland Yard
"[{'id': 99, 'name': 'Documentary'}]",92,Megacities
"[{'id': 16, 'name': 'Animation'}, {'id': 35, 'name': 'Comedy'}]",100246,Gertie the Dinosaur
"[{'id': 99, 'name': 'Documentary'}]",162592,The Lumière Brothers' First Films
"[{'id': 80, 'name': 'Crime'}, {'id': 12, 'name': 'Adventure'}, {'id': 27, 'name': 'Horror'}, {'id': 53, 'name': 'Thriller'}]",3485,The Castle of Fu Manchu
"[{'id': 80, 'name': 'Crime'}, {'id': 27, 'name': 'Horror'}, {'id': 9648, 'name': 'Mystery'}]",49183,The Vengeance of Fu Manchu
"[{'id': 18, 'name': 'Drama'}, {'id': 14, 'name': 'Fantasy'}]",136742,Gulf Stream Under the Iceberg
"[{'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]",98560,The Diary of Preston Plummer
"[{'id': 53, 'name': 'Thriller'}]",84442,Oxygen
"[{'id': 53, 'name': 'Thriller'}, {'id': 27, 'name': 'Horror'}]",95010,The Kiss of Her Flesh
